stage,class,filename,rock_type,mineral
train,igneous,130Basalt.png,igneous,basalt
train,igneous,41Basalt.png,igneous,basalt
train,igneous,231Basalt.png,igneous,basalt
train,igneous,97Basalt.png,igneous,basalt
train,igneous,240Basalt.png,igneous,basalt
train,igneous,196Basalt.png,igneous,basalt
train,igneous,268Basalt.png,igneous,basalt
train,igneous,253Basalt.png,igneous,basalt
train,igneous,29Basalt.png,igneous,basalt
train,igneous,30Basalt.png,igneous,basalt
train,igneous,Basalt12.png,igneous,basalt
train,igneous,46Basalt.png,igneous,basalt
train,igneous,265Basalt.png,igneous,basalt
train,igneous,Basalt37.png,igneous,basalt
train,igneous,262Basalt.png,igneous,basalt
train,igneous,23Basalt.png,igneous,basalt
train,igneous,170Basalt.png,igneous,basalt
train,igneous,21Basalt.png,igneous,basalt
train,igneous,Basalt38.png,igneous,basalt
train,igneous,126Basalt.png,igneous,basalt
train,igneous,13Basalt.png,igneous,basalt
train,igneous,181Basalt.png,igneous,basalt
train,igneous,Basalt19.png,igneous,basalt
train,igneous,259Basalt.png,igneous,basalt
train,igneous,228Basalt.png,igneous,basalt
train,igneous,Basalt7.png,igneous,basalt
train,igneous,175Basalt.png,igneous,basalt
train,igneous,98Basalt.png,igneous,basalt
train,igneous,209Basalt.png,igneous,basalt
train,igneous,116Basalt.png,igneous,basalt
train,igneous,85Basalt.png,igneous,basalt
train,igneous,7Basalt.png,igneous,basalt
train,igneous,216Basalt.png,igneous,basalt
train,igneous,232Basalt.png,igneous,basalt
train,igneous,27Basalt.png,igneous,basalt
train,igneous,Basalt18.png,igneous,basalt
train,igneous,96Basalt.png,igneous,basalt
train,igneous,160Basalt.png,igneous,basalt
train,igneous,Basalt46.png,igneous,basalt
train,igneous,78Basalt.png,igneous,basalt
train,igneous,247Basalt.png,igneous,basalt
train,igneous,83Basalt.png,igneous,basalt
train,igneous,139Basalt.png,igneous,basalt
train,igneous,Basalt31.png,igneous,basalt
train,igneous,202Basalt.png,igneous,basalt
train,igneous,125Basalt.png,igneous,basalt
train,igneous,75Basalt.png,igneous,basalt
train,igneous,233Basalt.png,igneous,basalt
train,igneous,71Basalt.png,igneous,basalt
train,igneous,158Basalt.png,igneous,basalt
train,igneous,52Basalt.png,igneous,basalt
train,igneous,227Basalt.png,igneous,basalt
train,igneous,213Basalt.png,igneous,basalt
train,igneous,127Basalt.png,igneous,basalt
train,igneous,205Basalt.png,igneous,basalt
train,igneous,Basalt16.png,igneous,basalt
train,igneous,20Basalt.png,igneous,basalt
train,igneous,229Basalt.png,igneous,basalt
train,igneous,171Basalt.png,igneous,basalt
train,igneous,120Basalt.png,igneous,basalt
train,igneous,217Basalt.png,igneous,basalt
train,igneous,12Basalt.png,igneous,basalt
train,igneous,108Basalt.png,igneous,basalt
train,igneous,Basalt49.png,igneous,basalt
train,igneous,234Basalt.png,igneous,basalt
train,igneous,66Basalt.png,igneous,basalt
train,igneous,133Basalt.png,igneous,basalt
train,igneous,Basalt3.png,igneous,basalt
train,igneous,266Basalt.png,igneous,basalt
train,igneous,16Basalt.png,igneous,basalt
train,igneous,Basalt9.png,igneous,basalt
train,igneous,Basalt35.png,igneous,basalt
train,igneous,269Basalt.png,igneous,basalt
train,igneous,59Basalt.png,igneous,basalt
train,igneous,182Basalt.png,igneous,basalt
train,igneous,119Basalt.png,igneous,basalt
train,igneous,48Basalt.png,igneous,basalt
train,igneous,40Basalt.png,igneous,basalt
train,igneous,63Basalt.png,igneous,basalt
train,igneous,242Basalt.png,igneous,basalt
train,igneous,155Basalt.png,igneous,basalt
train,igneous,204Basalt.png,igneous,basalt
train,igneous,177Basalt.png,igneous,basalt
train,igneous,110Basalt.png,igneous,basalt
train,igneous,51Basalt.png,igneous,basalt
train,igneous,249Basalt.png,igneous,basalt
train,igneous,104Basalt.png,igneous,basalt
train,igneous,176Basalt.png,igneous,basalt
train,igneous,24Basalt.png,igneous,basalt
train,igneous,6Basalt.png,igneous,basalt
train,igneous,145Basalt.png,igneous,basalt
train,igneous,255Basalt.png,igneous,basalt
train,igneous,197Basalt.png,igneous,basalt
train,igneous,220Basalt.png,igneous,basalt
train,igneous,62Basalt.png,igneous,basalt
train,igneous,254Basalt.png,igneous,basalt
train,igneous,260Basalt.png,igneous,basalt
train,igneous,245Basalt.png,igneous,basalt
train,igneous,206Basalt.png,igneous,basalt
train,igneous,57Basalt.png,igneous,basalt
train,igneous,91Basalt.png,igneous,basalt
train,igneous,264Basalt.png,igneous,basalt
train,igneous,166Basalt.png,igneous,basalt
train,igneous,224Basalt.png,igneous,basalt
train,igneous,129Basalt.png,igneous,basalt
train,igneous,Basalt24.png,igneous,basalt
train,igneous,106Basalt.png,igneous,basalt
train,igneous,Basalt29.png,igneous,basalt
train,igneous,26Basalt.png,igneous,basalt
train,igneous,Basalt26.png,igneous,basalt
train,igneous,263Basalt.png,igneous,basalt
train,igneous,207Basalt.png,igneous,basalt
train,igneous,Basalt30.png,igneous,basalt
train,igneous,81Basalt.png,igneous,basalt
train,igneous,Basalt6.png,igneous,basalt
train,igneous,184Basalt.png,igneous,basalt
train,igneous,113Basalt.png,igneous,basalt
train,igneous,243Basalt.png,igneous,basalt
train,igneous,68Basalt.png,igneous,basalt
train,igneous,Basalt27.png,igneous,basalt
train,igneous,76Basalt.png,igneous,basalt
train,igneous,185Basalt.png,igneous,basalt
train,igneous,157Basalt.png,igneous,basalt
train,igneous,99Basalt.png,igneous,basalt
train,igneous,174Basalt.png,igneous,basalt
train,igneous,89Basalt.png,igneous,basalt
train,igneous,25Basalt.png,igneous,basalt
train,igneous,187Basalt.png,igneous,basalt
train,igneous,60Basalt.png,igneous,basalt
train,igneous,200Basalt.png,igneous,basalt
train,igneous,67Basalt.png,igneous,basalt
train,igneous,Basalt32.png,igneous,basalt
train,igneous,Basalt47.png,igneous,basalt
train,igneous,211Basalt.png,igneous,basalt
train,igneous,84Basalt.png,igneous,basalt
train,igneous,79Basalt.png,igneous,basalt
train,igneous,82Basalt.png,igneous,basalt
train,igneous,70Basalt.png,igneous,basalt
train,igneous,Basalt48.png,igneous,basalt
train,igneous,Basalt8.png,igneous,basalt
train,igneous,77Basalt.png,igneous,basalt
train,igneous,74Basalt.png,igneous,basalt
train,igneous,222Basalt.png,igneous,basalt
train,igneous,150Basalt.png,igneous,basalt
train,igneous,122Basalt.png,igneous,basalt
train,igneous,10Basalt.png,igneous,basalt
train,igneous,187Carbonatite.png,igneous,carbonatite
train,igneous,7Carbonatite.png,igneous,carbonatite
train,igneous,43Carbonatite.png,igneous,carbonatite
train,igneous,53Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite25.png,igneous,carbonatite
train,igneous,Carbonatite43.png,igneous,carbonatite
train,igneous,199Carbonatite.png,igneous,carbonatite
train,igneous,75Carbonatite.png,igneous,carbonatite
train,igneous,33Carbonatite.png,igneous,carbonatite
train,igneous,119Carbonatite.png,igneous,carbonatite
train,igneous,86Carbonatite.png,igneous,carbonatite
train,igneous,106Carbonatite.png,igneous,carbonatite
train,igneous,190Carbonatite.png,igneous,carbonatite
train,igneous,214Carbonatite.png,igneous,carbonatite
train,igneous,81Carbonatite.png,igneous,carbonatite
train,igneous,107Carbonatite.png,igneous,carbonatite
train,igneous,212Carbonatite.png,igneous,carbonatite
train,igneous,242Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite20.png,igneous,carbonatite
train,igneous,48Carbonatite.png,igneous,carbonatite
train,igneous,151Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite8.png,igneous,carbonatite
train,igneous,13Carbonatite.png,igneous,carbonatite
train,igneous,76Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite29.png,igneous,carbonatite
train,igneous,128Carbonatite.png,igneous,carbonatite
train,igneous,218Carbonatite.png,igneous,carbonatite
train,igneous,58Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite24.png,igneous,carbonatite
train,igneous,103Carbonatite.png,igneous,carbonatite
train,igneous,83Carbonatite.png,igneous,carbonatite
train,igneous,98Carbonatite.png,igneous,carbonatite
train,igneous,232Carbonatite.png,igneous,carbonatite
train,igneous,266Carbonatite.png,igneous,carbonatite
train,igneous,183Carbonatite.png,igneous,carbonatite
train,igneous,15Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite21.png,igneous,carbonatite
train,igneous,69Carbonatite.png,igneous,carbonatite
train,igneous,189Carbonatite.png,igneous,carbonatite
train,igneous,165Carbonatite.png,igneous,carbonatite
train,igneous,181Carbonatite.png,igneous,carbonatite
train,igneous,41Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite7.png,igneous,carbonatite
train,igneous,142Carbonatite.png,igneous,carbonatite
train,igneous,137Carbonatite.png,igneous,carbonatite
train,igneous,122Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite32.png,igneous,carbonatite
train,igneous,90Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite38.png,igneous,carbonatite
train,igneous,93Carbonatite.png,igneous,carbonatite
train,igneous,260Carbonatite.png,igneous,carbonatite
train,igneous,191Carbonatite.png,igneous,carbonatite
train,igneous,220Carbonatite.png,igneous,carbonatite
train,igneous,196Carbonatite.png,igneous,carbonatite
train,igneous,184Carbonatite.png,igneous,carbonatite
train,igneous,96Carbonatite.png,igneous,carbonatite
train,igneous,133Carbonatite.png,igneous,carbonatite
train,igneous,40Carbonatite.png,igneous,carbonatite
train,igneous,74Carbonatite.png,igneous,carbonatite
train,igneous,177Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite1.png,igneous,carbonatite
train,igneous,173Carbonatite.png,igneous,carbonatite
train,igneous,160Carbonatite.png,igneous,carbonatite
train,igneous,234Carbonatite.png,igneous,carbonatite
train,igneous,159Carbonatite.png,igneous,carbonatite
train,igneous,150Carbonatite.png,igneous,carbonatite
train,igneous,42Carbonatite.png,igneous,carbonatite
train,igneous,148Carbonatite.png,igneous,carbonatite
train,igneous,132Carbonatite.png,igneous,carbonatite
train,igneous,239Carbonatite.png,igneous,carbonatite
train,igneous,109Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite12.png,igneous,carbonatite
train,igneous,268Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite36.png,igneous,carbonatite
train,igneous,Carbonatite15.png,igneous,carbonatite
train,igneous,180Carbonatite.png,igneous,carbonatite
train,igneous,47Carbonatite.png,igneous,carbonatite
train,igneous,65Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite5.png,igneous,carbonatite
train,igneous,210Carbonatite.png,igneous,carbonatite
train,igneous,118Carbonatite.png,igneous,carbonatite
train,igneous,63Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite4.png,igneous,carbonatite
train,igneous,29Carbonatite.png,igneous,carbonatite
train,igneous,20Carbonatite.png,igneous,carbonatite
train,igneous,205Carbonatite.png,igneous,carbonatite
train,igneous,111Carbonatite.png,igneous,carbonatite
train,igneous,26Carbonatite.png,igneous,carbonatite
train,igneous,167Carbonatite.png,igneous,carbonatite
train,igneous,202Carbonatite.png,igneous,carbonatite
train,igneous,77Carbonatite.png,igneous,carbonatite
train,igneous,97Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite19.png,igneous,carbonatite
train,igneous,140Carbonatite.png,igneous,carbonatite
train,igneous,18Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite16.png,igneous,carbonatite
train,igneous,245Carbonatite.png,igneous,carbonatite
train,igneous,117Carbonatite.png,igneous,carbonatite
train,igneous,156Carbonatite.png,igneous,carbonatite
train,igneous,16Carbonatite.png,igneous,carbonatite
train,igneous,237Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite14.png,igneous,carbonatite
train,igneous,30Carbonatite.png,igneous,carbonatite
train,igneous,168Carbonatite.png,igneous,carbonatite
train,igneous,39Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite34.png,igneous,carbonatite
train,igneous,249Carbonatite.png,igneous,carbonatite
train,igneous,100Carbonatite.png,igneous,carbonatite
train,igneous,186Carbonatite.png,igneous,carbonatite
train,igneous,154Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite11.png,igneous,carbonatite
train,igneous,170Carbonatite.png,igneous,carbonatite
train,igneous,255Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite27.png,igneous,carbonatite
train,igneous,166Carbonatite.png,igneous,carbonatite
train,igneous,114Carbonatite.png,igneous,carbonatite
train,igneous,248Carbonatite.png,igneous,carbonatite
train,igneous,104Carbonatite.png,igneous,carbonatite
train,igneous,71Carbonatite.png,igneous,carbonatite
train,igneous,215Carbonatite.png,igneous,carbonatite
train,igneous,246Carbonatite.png,igneous,carbonatite
train,igneous,172Carbonatite.png,igneous,carbonatite
train,igneous,110Carbonatite.png,igneous,carbonatite
train,igneous,11Carbonatite.png,igneous,carbonatite
train,igneous,87Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite18.png,igneous,carbonatite
train,igneous,175Carbonatite.png,igneous,carbonatite
train,igneous,38Carbonatite.png,igneous,carbonatite
train,igneous,10Carbonatite.png,igneous,carbonatite
train,igneous,262Carbonatite.png,igneous,carbonatite
train,igneous,182Carbonatite.png,igneous,carbonatite
train,igneous,22Carbonatite.png,igneous,carbonatite
train,igneous,101Carbonatite.png,igneous,carbonatite
train,igneous,258Carbonatite.png,igneous,carbonatite
train,igneous,44Carbonatite.png,igneous,carbonatite
train,igneous,59Carbonatite.png,igneous,carbonatite
train,igneous,Carbonatite42.png,igneous,carbonatite
train,igneous,56Carbonatite.png,igneous,carbonatite
train,igneous,28Carbonatite.png,igneous,carbonatite
train,igneous,254Carbonatite.png,igneous,carbonatite
train,igneous,66Carbonatite.png,igneous,carbonatite
train,igneous,6Carbonatite.png,igneous,carbonatite
train,igneous,25Carbonatite.png,igneous,carbonatite
train,igneous,34Carbonatite.png,igneous,carbonatite
train,igneous,27Carbonatite.png,igneous,carbonatite
train,igneous,203Carbonatite.png,igneous,carbonatite
train,igneous,62Carbonatite.png,igneous,carbonatite
train,igneous,85Carbonatite.png,igneous,carbonatite
train,igneous,147Carbonatite.png,igneous,carbonatite
train,igneous,261Carbonatite.png,igneous,carbonatite
train,igneous,116Carbonatite.png,igneous,carbonatite
