ts,rf_top_class,ssc_state,ssc_intent,hard_stop,soft_bypass,nav_mode,final_action,cam_ok_count,cam_expected,dist_m,label,expected,decision_ok
1772139843.822,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.524,unknown,NO_REQUIREMENT,1
1772139844.111,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.533,unknown,NO_REQUIREMENT,1
1772139844.389,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.528,harvestable,APPROACH_OR_HARVEST,0
1772139844.659,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.543,unknown,NO_REQUIREMENT,1
1772139844.957,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:DUMP_RETREAT:TUCK,1,1,1.528,object_hazard,GO_HOME,1
1772139845.246,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:DUMP_RETREAT:TUCK,1,1,1.524,object_hazard,GO_HOME,1
1772139845.510,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:DUMP_RETREAT:TUCK,1,1,1.533,object_hazard,GO_HOME,1
1772139845.768,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:DUMP_RETREAT:TUCK,1,1,1.537,object_hazard,GO_HOME,1
1772139846.053,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:DUMP_RETREAT:DUMP_RETREAT_DONE,1,1,1.520,object_hazard,GO_HOME,1
1772139846.324,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:DUMP_RETREAT:IDLE,1,1,1.541,object_hazard,GO_HOME,1
1772139846.585,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.524,harvestable,APPROACH_OR_HARVEST,0
1772139846.865,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.524,harvestable,APPROACH_OR_HARVEST,0
1772139847.125,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:DUMP_RETREAT:IDLE,1,1,1.542,object_hazard,GO_HOME,1
1772139847.399,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:DUMP_RETREAT:IDLE,1,1,1.528,object_hazard,GO_HOME,1
1772139847.667,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.539,object_hazard,GO_HOME,1
1772139847.920,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.538,unknown,NO_REQUIREMENT,1
1772139848.200,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.540,object_hazard,GO_HOME,1
1772139848.471,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.540,harvestable,APPROACH_OR_HARVEST,0
1772139848.725,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.535,object_hazard,GO_HOME,1
1772139848.976,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.529,harvestable,APPROACH_OR_HARVEST,0
1772139849.247,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.537,object_hazard,GO_HOME,1
1772139849.501,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.526,object_hazard,GO_HOME,1
1772139849.770,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.538,object_hazard,GO_HOME,1
1772139850.014,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL_UP_DONE,1,1,1.538,harvestable,APPROACH_OR_HARVEST,0
1772139850.265,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.538,harvestable,APPROACH_OR_HARVEST,0
1772139850.546,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.539,harvestable,APPROACH_OR_HARVEST,0
1772139850.794,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.539,object_hazard,GO_HOME,1
1772139851.044,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.527,harvestable,APPROACH_OR_HARVEST,0
1772139851.320,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.532,object_hazard,GO_HOME,1
1772139851.607,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.533,object_hazard,GO_HOME,1
1772139851.880,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.537,object_hazard,GO_HOME,1
1772139852.152,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.534,object_hazard,GO_HOME,1
1772139852.425,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.543,object_hazard,GO_HOME,1
1772139852.678,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.534,object_hazard,GO_HOME,1
1772139852.918,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.534,object_hazard,GO_HOME,1
1772139853.182,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.535,object_hazard,GO_HOME,1
1772139853.433,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.531,object_hazard,GO_HOME,1
1772139853.700,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.539,object_hazard,GO_HOME,1
1772139853.969,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.527,unknown,NO_REQUIREMENT,1
1772139854.226,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL_UP_DONE,1,1,1.537,object_hazard,GO_HOME,1
1772139854.471,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.537,harvestable,APPROACH_OR_HARVEST,0
1772139854.719,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.532,object_hazard,GO_HOME,1
1772139854.991,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.540,object_hazard,GO_HOME,1
1772139855.261,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.524,harvestable,APPROACH_OR_HARVEST,0
1772139855.528,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.535,object_hazard,GO_HOME,1
1772139855.787,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.521,object_hazard,GO_HOME,1
1772139856.053,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.528,object_hazard,GO_HOME,1
1772139856.321,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.525,object_hazard,GO_HOME,1
1772139856.578,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.530,object_hazard,GO_HOME,1
1772139856.830,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.543,unknown,NO_REQUIREMENT,1
1772139857.111,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.536,harvestable,APPROACH_OR_HARVEST,0
1772139857.369,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.528,unknown,NO_REQUIREMENT,1
1772139857.638,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.539,object_hazard,GO_HOME,1
1772139857.905,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.530,object_hazard,GO_HOME,1
1772139858.186,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.531,object_hazard,GO_HOME,1
1772139858.434,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL_UP_DONE,1,1,1.531,harvestable,APPROACH_OR_HARVEST,0
1772139858.703,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.522,object_hazard,GO_HOME,1
1772139858.958,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.536,harvestable,APPROACH_OR_HARVEST,0
1772139859.226,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.530,harvestable,APPROACH_OR_HARVEST,0
1772139859.488,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.532,object_hazard,GO_HOME,1
1772139859.761,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.520,object_hazard,GO_HOME,1
1772139860.032,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.540,object_hazard,GO_HOME,1
1772139860.281,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:APPROACH_POSE,1,1,1.540,harvestable,APPROACH_OR_HARVEST,1
1772139860.545,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:SCOOP_DUMP:APPROACH_POSE,1,1,1.526,object_hazard,GO_HOME,1
1772139860.822,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:SCOOP_DUMP:APPROACH_POSE,1,1,1.524,object_hazard,GO_HOME,1
1772139861.092,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:APPROACH_POSE,1,1,1.535,unknown,NO_REQUIREMENT,1
1772139861.369,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:APPROACH_POSE,1,1,1.525,harvestable,APPROACH_OR_HARVEST,1
1772139861.623,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:SCOOP_DUMP:SCOOP,1,1,1.534,object_hazard,GO_HOME,1
1772139861.860,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:SCOOP,1,1,1.534,harvestable,APPROACH_OR_HARVEST,1
1772139862.132,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:SCOOP_DUMP:SCOOP,1,1,1.543,object_hazard,GO_HOME,1
1772139862.406,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:SCOOP,1,1,1.521,unknown,NO_REQUIREMENT,1
1772139862.684,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:SCOOP,1,1,1.532,unknown,NO_REQUIREMENT,1
1772139862.941,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:LIFT,1,1,1.534,harvestable,APPROACH_OR_HARVEST,1
1772139863.177,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:LIFT,1,1,1.534,harvestable,APPROACH_OR_HARVEST,1
1772139863.457,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:SCOOP_DUMP:LIFT,1,1,1.537,object_hazard,GO_HOME,1
1772139863.711,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:LIFT,1,1,1.530,harvestable,APPROACH_OR_HARVEST,1
1772139863.964,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:SCOOP_DUMP:DUMP,1,1,1.543,object_hazard,GO_HOME,1
1772139864.233,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:SCOOP_DUMP:DUMP,1,1,1.532,object_hazard,GO_HOME,1
1772139864.483,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.532,object_hazard,GO_HOME,1
1772139864.737,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.541,object_hazard,GO_HOME,1
1772139864.999,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.526,object_hazard,GO_HOME,1
1772139865.277,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.529,object_hazard,GO_HOME,1
1772139865.545,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.539,harvestable,APPROACH_OR_HARVEST,0
1772139865.793,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.539,object_hazard,GO_HOME,1
1772139866.055,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.528,unknown,NO_REQUIREMENT,1
1772139866.319,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.534,object_hazard,GO_HOME,1
1772139866.584,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.532,object_hazard,GO_HOME,1
1772139866.857,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL_UP_DONE,1,1,1.532,object_hazard,GO_HOME,1
1772139867.086,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.532,object_hazard,GO_HOME,1
1772139867.321,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.532,object_hazard,GO_HOME,1
1772139867.561,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.532,object_hazard,GO_HOME,1
1772139867.807,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.532,object_hazard,GO_HOME,1
